rep,id,beta_exp,p,rho,phi_power,delta_0,t00,TT,I_rho,Classification,Group
3,792,7.90516191926097,2.58452925488619,0.429061217808679,6.59861332336644,2.24426793262922,19.6140354570523,1.84763288668745,0.852679613203684,Viral Rebound,1
4,792,8.18032402821675,2.66442582262134,0.498546174966717,6.62622894391725,3.37118239320327,12.5597091613661,1.99506515736037,1.47386919598708,Viral Rebound,1
5,792,7.84153861018868,2.8192500457552,0.296458876092644,6.42290184334557,2.33994234718698,16.5776105625196,1.22155466980331,0.129902786342161,Viral Rebound,1
6,792,7.9980326809718,2.66958164526325,0.132281414269827,6.42524255566727,2.60399847596739,13.5161432955413,1.60820941560539,3.32992556948519,Viral Rebound,1
7,792,7.97959061176966,2.55256195744644,0.229999586943926,6.33564393343125,2.29264495141331,15.7930577114596,1.79415456848644,1.58928352403051,Viral Rebound,1
8,792,7.96598580354693,2.5782770737794,0.214918468574189,6.47884237975469,2.40372660976342,14.597809025281,2.64956351283858,2.67990651855115,Viral Rebound,1
9,792,8.25856964843208,2.72527347985358,0.684207743722733,6.32448718643711,1.71064283797153,13.2790563837915,3.61344867090552,1.01987519487758,Viral Rebound,1
10,792,8.03486738053509,2.60992040806806,0.425393748237938,6.40440353638578,2.27282174883545,11.9964926572376,2.06761035819565,1.34187741215022,Viral Rebound,1
1,883,7.8878825496311,2.67644009687803,0.155542405755432,6.48922889471789,2.5543697259904,12.8905360990721,2.29992270591679,0.86609672615643,Viral Rebound,1
2,883,7.9712516379505,2.90532962200188,0.19917628447958,6.52222157302746,1.96903935511952,19.1607863830967,2.22920755019044,0.123141840062584,Viral Rebound,1
3,883,7.91156298007205,2.67951860925136,0.154018875395536,6.49061991097648,2.29071328541139,16.6190024512992,1.33526862217242,1.22749693495969,Viral Rebound,1
4,883,8.0719335467568,2.52429822229024,0.0990825878290711,6.48529863935736,2.59634455482368,17.4168522102918,1.61234796732398,0.364558200250851,Viral Rebound,1
5,883,7.94556005646768,2.71617231212881,0.129244461189171,6.41805602519347,2.64337437400435,17.4034067395029,1.26122785548512,0.156164494346745,Viral Rebound,1
6,883,8.1525814251638,2.69076651728464,0.192942001183083,6.53579102171215,2.13475676250087,12.0580113078986,3.56873889947583,2.20847925147636,Viral Rebound,1
7,883,8.05875989112006,2.6755630063825,0.146279157944218,6.49774034584863,2.72515209081111,14.5820735146549,2.01432182303508,0.422952031583575,Viral Rebound,1
8,883,8.28168182288806,2.65895257996014,0.164135283224454,6.50523984737102,2.99391508264484,21.1478004688043,2.41000708423557,0.428190328079203,Viral Rebound,1
9,883,7.93392439495254,2.79279098711545,0.176033920068939,6.47314391946755,2.23803843994423,15.3347290888069,1.73913691620789,0.457591121163866,Viral Rebound,1
10,883,8.0530853501989,2.75971152225836,0.336026479461591,6.53536771121104,2.51672616522555,13.4856750886032,2.12291653070552,0.734281603919255,Viral Rebound,1
1,900,8.13680895182415,2.77894498292849,0.211605565577428,6.68669842621661,1.95511545439769,11.3413413432715,2.10854930509743,1.23494172274279,Viral Rebound,1
2,900,8.05609471311017,2.68331339866411,0.210924191007008,6.43854037211324,1.8794409881689,11.0409884860225,1.82954187542522,1.18558921457391,Viral Rebound,1
3,900,8.18587039075894,2.57143251347246,0.246558386673442,6.45310440752151,1.46420379669404,14.6056525985841,3.59209233850955,0.312156443527527,Viral Rebound,1
4,900,8.1542356612228,2.46219846895462,0.0530189384557024,6.44110464649543,1.36836355267576,12.7094146020897,4.02673745280256,1.19777321883087,Viral Rebound,1
5,900,8.06300496068829,2.60741471174499,0.0553939266597254,6.41844626222075,1.4123648704896,12.6573901178552,2.27143008412061,0.572871527922188,Viral Rebound,1
6,900,8.24036977011423,2.66720121430163,0.136902468428249,6.68283922498109,1.58983226900178,12.8248667221354,3.25755841630482,1.20650093535646,Viral Rebound,1
7,900,7.90743567715737,2.63027543518937,0.142458210222978,6.49210116578009,1.89609767118227,9.75773037508425,1.56076406184721,2.34519519688273,Viral Rebound,1
8,900,7.83376305820377,2.46184797405087,0.194688321484778,6.55766170257703,2.20252545764441,12.71500864726,2.59353699722568,0.184778815998649,Viral Rebound,1
9,900,7.89214141397616,2.63992839636601,0.0690284605341358,6.66055703332715,1.48375026132568,10.1198597645123,2.22084024945885,3.05478180502154,Viral Rebound,1
10,900,8.16637804261756,2.53870573145316,0.579177590703588,6.40854012225345,1.96507696425617,11.8086150556826,3.3618978339971,0.375279575153279,Viral Rebound,1
1,902,8.02020789865915,2.69174080670731,0.256925559263913,6.50080435955128,1.55348389267846,16.927989556985,3.53344046839237,1.1196894433111,Viral Rebound,1
2,902,8.2795319001132,2.71072372687627,0.191245440043074,6.69216426605009,1.64666679494824,17.4220035676785,4.10374726509215,1.46474907676399,Viral Rebound,1
3,902,7.95036949427719,2.85183733910098,0.0940952139630705,6.35893024835483,1.61697344647711,16.9425960211278,2.9063569810573,1.31217608587437,Viral Rebound,1
4,902,8.05186894467697,2.74711722189665,0.286928082314381,6.47270501583843,1.82680575837034,16.7476600564646,1.39535818324044,0.956757652232099,Viral Rebound,1
5,902,8.22703220482355,2.6757084381862,0.36616285804128,6.54890133709402,2.18836783183555,15.8939103124454,2.30652150460515,1.24963925408262,Viral Rebound,1
6,902,7.7771542583715,2.58341918164229,0.208313098841626,6.54095575819647,1.92477590958234,16.6441679430081,1.70949678149264,0.85623266495024,Viral Rebound,1
7,902,7.85178249421018,2.63041159592302,0.272131166057018,6.45969964058862,1.67160369891362,15.6423708361747,1.32978866271091,1.68809508415461,Viral Rebound,1
8,902,8.15649594966819,2.62866678002857,0.208091359930906,6.33540752684557,1.7718998659618,17.0041020576167,1.94044239510109,1.40330126682792,Viral Rebound,1
9,902,8.05736752268923,2.77505457764877,0.281268902823534,6.48629986078633,2.01818732480174,17.3145761140811,1.79635105556743,0.590444975559662,Viral Rebound,1
10,902,8.11888180480358,2.76621523131314,0.412133707212563,6.46533601413389,2.33595685772417,16.6689096236831,1.15001605227236,0.787125179479449,Viral Rebound,1
1,903,8.38833205639704,2.70796140291371,0.0671916336863118,6.47189181130807,2.21840253603115,11.0142424943619,1.17735019026148,0.395594073260442,Viral Rebound,1
2,903,8.18449011699575,2.57395999497216,0.012740841100515,6.55054789312218,2.87780570058794,13.0708650314743,1.19388825045381,0.433423947282041,Viral Rebound,1
3,903,8.29195286989537,2.64808686614816,0.258778141189316,6.45862814284437,3.18936825528336,13.1229622799723,1.270839614637,2.60984003592349,Viral Rebound,1
4,903,8.20914110618494,2.6399684446618,0.169549433385812,6.52800954253208,2.78060384265978,11.4178856473534,0.634506476353448,0.263109056174018,Viral Rebound,1
5,903,8.19662008277356,2.5781616210275,0.289164385502053,6.36625216122357,2.81335753985839,15.4186349846787,1.55556444170484,0.440864094191814,Viral Rebound,1
6,903,8.13462618920694,2.60756043572103,0.0237847715472154,6.40486492706227,3.39095451883503,10.7384764158893,1.20461160385599,0.501569948784716,Viral Rebound,1
7,903,8.31285293188366,2.61237786745947,0.245670563004431,6.56890535061026,2.78336208063721,17.4040312930224,1.74873602120982,1.24421623728799,Viral Rebound,1
8,903,8.3757493246858,2.72504864447761,0.119192878060424,6.52386590108757,2.94460120654679,17.0483429535645,1.60473635006069,0.211828139628995,Viral Rebound,1
9,903,8.42981607764958,2.59349426207131,0.245413208221648,6.56327819340878,2.12647017426024,11.7585176065984,2.39245535294228,1.55594670977462,Viral Rebound,1
10,903,8.29451781278623,2.50296496040113,0.05788448230207,6.54033124922292,2.12600440201966,12.0368829347056,1.68224219242439,0.348162974851839,Viral Rebound,1
1,910,8.22572635908319,2.74566542529783,0.355788316535734,6.63643299177865,2.17079461609827,14.3572121620601,2.06839832173163,2.31253008588919,Viral Rebound,1
2,910,7.89987885763185,2.84147341071542,0.264369333981926,6.53345670079862,2.19269499269327,15.9362350064547,2.23425482481491,0.475727834879039,Viral Rebound,1
3,910,8.0499734162132,2.70351275967624,0.191029578403965,6.63878174877679,2.18310060923279,14.4496813616441,2.26292031642731,2.07728368424993,Viral Rebound,1
4,910,8.0327288924922,2.63826375984939,0.220078560358473,6.5371976251792,2.19719847024419,14.0501778671812,1.56297589857964,1.93877959874221,Viral Rebound,1
5,910,8.11557147369317,2.82838229194683,0.242077974990804,6.53641682544335,2.23919868602293,12.1284165704698,1.70527187152795,1.5602579770994,Viral Rebound,1
6,910,7.85826720617438,2.76445848963191,0.201696667737375,6.55223581803755,2.15398147748536,14.9498984224369,2.01383589794201,0.472977672268131,Viral Rebound,1
7,910,8.00394317760838,2.69322477203369,0.229936506964866,6.41081407114867,1.75031592025179,14.2931573522272,2.47026420183884,1.92023167405801,Viral Rebound,1
8,910,7.92083878840944,2.74387898528271,0.226665367162977,6.31719562704819,2.35865306864085,14.7391632033575,1.86970698711681,0.250736360385246,Viral Rebound,1
9,910,7.77929672783052,2.70578763067899,0.767887076987615,6.65372386380423,2.04746492103087,11.6896752993609,2.36769839478137,0.507952914487677,Viral Rebound,1
10,910,8.01309634439495,2.62854889302774,0.599095018543435,6.60093729240968,2.3395518550695,17.3513982535261,1.72942386119262,0.591904847090857,Viral Rebound,1
1,959,7.91510534317811,2.66801127248812,0.179661377433331,6.50891647672174,2.090862050071,13.1787667969817,2.72684818498315,3.37183682496074,Viral Rebound,1
2,959,8.15676671321438,2.70452298290116,0.098609586214424,6.32448283765115,2.55234497717865,12.5885316810291,1.8093232615089,0.455042665180758,Viral Rebound,1
3,959,7.94215399095119,2.62996621913238,0.0254142217679894,6.38870996825904,2.36297034545875,12.0675904919284,1.52161742633236,0.394452938242905,Viral Rebound,1
4,959,8.02406615982297,2.67399793794242,0.292310447432166,6.52478320537961,1.725973713059,11.8673419354388,4.23364581891309,1.14769013705219,Viral Rebound,1
5,959,8.00489907146651,2.64451541444534,0.146093533839338,6.5720671420715,2.25456079172596,12.1688198273394,1.60656037897318,1.29844201462517,Viral Rebound,1
6,959,7.92483011214029,2.6949189366929,0.175697855970092,6.54470557577605,1.83059990061779,11.6293100782318,3.47491730968043,1.58860394251382,Viral Rebound,1
7,959,8.15201748704675,2.60098729267023,0.0284565857268779,6.52634010908113,1.51409988404022,12.679880103226,2.23697400667145,1.12313272302306,Viral Rebound,1
8,959,8.1328572572569,2.56884300419116,0.159318280088166,6.45652720308882,2.96911275480232,11.2277653233353,2.23697400667145,0.941552327004069,Viral Rebound,1
9,959,8.25454781960073,2.58721957832431,0.0909736339069838,6.46451821993157,2.08172711583002,12.1723884263972,3.07446953228466,0.284142943793019,Viral Rebound,1
10,959,7.92704706013841,2.66388597518813,0.229366939340413,6.51716604195141,2.20181895059164,12.3537883011567,2.9623602137373,3.47140171013486,Viral Rebound,1
1,1027,8.1260089802679,2.54706696136688,0.696513852462105,6.5875267867984,1.77758055664828,14.047614996332,1.12013019821867,0.769610006717853,Viral Rebound,1
2,1027,8.20709562318166,2.76504991382039,0.12473404449772,6.5106465358023,1.98345957925523,15.9498006673806,1.05448109947119,0.147940686198528,Viral Rebound,1
3,1027,8.07550420231223,2.61707287627204,0.125650208027545,6.51245517567408,1.8603024837381,15.1280434799785,1.18913813812275,1.38025099686678,Viral Rebound,1
4,1027,8.12681036864047,2.67913334108084,0.156540189777612,6.43176012448061,1.6443092326592,15.634753152954,1.22018983508712,0.101018595796812,Viral Rebound,1
5,1027,8.16753132974499,2.62664159383736,0.181441523763874,6.45439174822662,1.85714854159001,13.034964957637,2.16863674309114,0.937065351918003,Viral Rebound,1
6,1027,8.02284578602544,2.61049224303084,0.354737627189749,6.52921763950443,2.29747533581312,15.4266014864452,1.23735692790858,0.361719262502272,Viral Rebound,1
7,1027,8.03159300845501,2.66671616826038,0.26702148679092,6.48453918996874,2.22362909180046,16.4726059883777,1.05485188965731,1.55704612530767,Viral Rebound,1
8,1027,8.13771271914852,2.58552118737295,0.352307973581156,6.47526959805324,1.83654263313922,15.6220094165986,1.76550550427675,0.12433170102731,Viral Rebound,1
9,1027,7.98265494772936,2.6546645716965,0.0836719677509588,6.52534550090888,2.38881796332606,11.197050054103,1.56873432551662,2.75689986042629,Viral Rebound,1
10,1027,8.22147913786414,2.60776678541497,0.122265151450387,6.47382948491793,1.49903899189603,14.1482898867528,2.15662021202824,0.893289956133773,Viral Rebound,1
1,1104,8.23279860810203,2.75539613954606,0.107027825109975,6.42181413944535,3.31661304719987,11.5128684623602,2.30647598497215,0.107183985953519,Viral Rebound,1
2,1104,8.2555337060784,2.56432752133269,0.189784976501186,6.5064105594889,2.57174084923069,11.4663181143315,2.54016559899534,1.57449371799265,Viral Rebound,1
3,1104,8.28966991528225,2.56983543082611,0.0979216880911002,6.52311372053171,2.34465241635445,10.1364310736684,2.82569431683308,0.616684648046717,Viral Rebound,1
4,1104,7.94229077778925,2.54832272450253,0.151218925318367,6.37812721432108,3.82638753535091,18.5978359598297,1.87670593974339,0.952124474054305,Viral Rebound,1
5,1104,8.26327412955205,2.72712730475065,0.349045187288525,6.61764307452248,3.34966086828715,10.1541969181528,1.72555627917415,0.580684744237518,Viral Rebound,1
6,1104,7.95184667622456,2.71126761625654,0.220812210640087,6.40208340948977,2.28255180683588,13.7341628181436,2.16435201817766,1.46403094781651,Viral Rebound,1
7,1104,8.19240982172364,2.6089724208679,0.274153612502744,6.4847282446618,2.84854801337729,13.1461140242772,2.46326257587787,1.85108133592169,Viral Rebound,1
8,1104,7.97782045038322,2.66619236897749,0.158201937833845,6.47649315133488,2.60794968212525,11.6599941990477,1.55514778590919,0.997923645391999,Viral Rebound,1
9,1104,8.08860066655569,2.71243099173334,0.0903176797749534,6.49090171597581,3.35101848448769,11.8593397992449,1.82945340273522,0.707717754369765,Viral Rebound,1
10,1104,8.02455648021595,2.4751390258301,0.196513811388487,6.40130187916303,3.03630465579568,10.0763454972556,2.20353012878119,0.277657072212154,Viral Rebound,1
1,1105,7.73748186841684,2.60770205443757,0.0540990795154588,6.47676120351953,2.27581207219421,19.7266264610595,1.31676107437777,0.629124624637028,Viral Rebound,1
2,1105,8.16053923480163,2.7689265188216,0.125801260772884,6.45814888767625,1.81793957098383,19.3193616848574,1.85700535742473,0.364713892118376,Viral Rebound,1
3,1105,8.10737968204023,2.52830620069806,0.0605653423524198,6.59725347943783,1.70630675590006,20.9517286131377,4.01374709303769,0.663757488983186,Viral Rebound,1
4,1105,7.84811048703272,2.526712775533,0.0594206409736668,6.5148862150501,2.0629166479711,21.1289303588472,1.45069115503714,0.222898201615855,Viral Rebound,1
5,1105,8.1701563085923,2.66750528143495,0.0939885236083478,6.49899661494962,2.14027762332345,22.0618938862226,2.28647659575338,0.401456410291602,Viral Rebound,1
6,1105,7.98014421895443,2.64736764799811,0.0596478254194374,6.51045455378439,1.66681465475504,21.4781288063518,3.33871119308614,0.135068743486232,Viral Rebound,1
7,1105,7.88730207172825,2.66366250951903,0.0803609722484422,6.61281527874562,1.56813574557328,20.6214416487612,1.87006904051338,0.199952233540129,Viral Rebound,1
8,1105,8.00671017075542,2.66413508727539,0.110420952661331,6.6059521714635,2.07851202727701,20.9447126258896,1.28297862907879,0.700961414606152,Viral Rebound,1
9,1105,7.97126116086041,2.60267204807285,0.0867564327704747,6.47385627406131,2.06496814534715,21.0313312013985,1.20024224291284,0.217578917972531,Viral Rebound,1
10,1105,8.13337834164343,2.62301757178369,0.13568264164463,6.59252689243274,1.94636353512397,20.3553358961171,3.40573740976386,0.208620673720227,Viral Rebound,1
1,1211,8.19667349030463,2.68098706226306,0.184548440281189,6.60470711868245,2.02455424806748,10.964211059147,2.83593540977877,5.67494733788355,Viral Rebound,1
2,1211,8.13354524536731,2.68484163319824,0.114690061692787,6.46214927313275,2.02629555757659,10.7478761724432,2.37254596820211,10.3603726676872,Viral Rebound,1
3,1211,8.19643018413323,2.63205957549266,0.137755271368925,6.47723535236997,2.24243396442233,17.4567153043927,1.69023533126249,1.31736347056708,Viral Rebound,1
4,1211,8.10825697258118,2.74917319369302,0.250365309020552,6.67291899479147,1.45191232529197,18.5232328018907,2.66275231281968,0.905891587983617,Viral Rebound,1
5,1211,7.92308423254124,2.46681786404457,0.228902035591318,6.41085611354734,1.9576292587122,14.0677197148378,1.47326364810004,2.55604172988409,Viral Rebound,1
6,1211,8.17185753384161,2.73067456558315,0.461513202787232,6.50193873270439,1.62614388826544,15.4163773917613,1.74131866133916,0.9022782101135,Viral Rebound,1
7,1211,8.00093562681188,2.52822063240714,0.201217917920391,6.53858948419273,2.00316507490029,17.0340346096032,1.78563473049812,2.12326029712237,Viral Rebound,1
8,1211,8.10559738426805,2.64209645951897,0.157902978819097,6.4762011430898,1.80680157261449,17.8578607871995,2.56671435980813,1.59681389032873,Viral Rebound,1
9,1211,8.41756895244595,2.76987462396463,0.0452938260804856,6.56358101655746,2.26550136536285,18.3992430130141,2.57296926614133,7.18069352933888,Viral Rebound,1
10,1211,8.35557533076946,2.70770544592988,0.229341272035577,6.44952038836392,1.6829282641003,18.269698973,3.48778925526207,1.59277725686272,Viral Rebound,1
1,1271,7.81878053897416,2.68428725824537,0.159499061782354,6.53333727865776,1.46267158473996,12.7121074695884,2.08516543947282,2.02963677363565,Viral Rebound,1
2,1271,7.94385280481411,2.58623822711732,0.03125204254056,6.40020349750151,2.73612237632086,8.69010794743885,1.40105445274717,1.88708147637512,Viral Rebound,1
3,1271,7.98718742370693,2.6199994330219,0.0562051214450532,6.41254535940897,1.65857122214057,12.2882536031829,1.63351232093516,3.24825206075474,Viral Rebound,1
4,1271,8.04160372936231,2.6075521668042,0.579603855171205,6.52037234252825,1.11541791798532,13.4816377995528,2.26912626923135,0.876417244413298,Viral Rebound,1
5,1271,8.21950741524379,2.83304069596123,0.111419118297421,6.50322321166293,1.80252177248379,12.8229105141882,2.18430132657158,2.22519898031101,Viral Rebound,1
6,1271,8.0110293508203,2.84697129038607,0.187312135874381,6.44651160169785,1.87542583414522,11.9630204827487,1.71566735161795,2.29110079792728,Viral Rebound,1
7,1271,7.95164169557654,2.60120478565649,0.19892010889153,6.62062699257075,1.93812016739566,12.6244056777475,1.66016039291823,0.782804510718746,Viral Rebound,1
8,1271,8.03679959955518,2.70282926958442,0.233466403339905,6.54296169925427,1.93192004394473,12.017301216898,1.54577260683809,0.560834720869493,Viral Rebound,1
9,1271,7.88813426289611,2.6770741048387,0.463140075458694,6.51533708773463,1.75326527178379,11.9699646493327,2.57511531686413,1.5013050651706,Viral Rebound,1
10,1271,7.8083391511865,2.62690259997155,0.178999725528991,6.48558972811516,1.72166818545,11.6810141320342,2.04820207237974,3.68540458639653,Viral Rebound,1
1,1333,8.22082196509194,2.70338169614041,0.27168447910388,6.67457184359539,2.68612487116895,16.0555833258192,1.7062051406552,0.662606357377899,Viral Rebound,1
2,1333,8.16081743580951,2.43612297924319,0.45842765840569,6.43195547035815,2.10926179787803,14.2889371570554,2.57831534950811,0.306891763876732,Viral Rebound,1
3,1333,7.88792472476514,2.72367207834846,0.101078182101915,6.40740624539593,2.13340916199197,13.6087757175919,3.05741055718831,0.289896129723411,Viral Rebound,1
4,1333,8.30462907179612,2.63443422783537,0.105218390387722,6.36824918134482,2.27069457309233,12.3579954941336,2.02640339168225,1.10357496266228,Viral Rebound,1
5,1333,7.83551366891187,2.58749482913255,0.234592412504557,6.50818808902076,2.7453710434361,13.6560612408793,1.19923556902328,1.5453946444145,Viral Rebound,1
6,1333,8.07123692715152,2.77175605072105,0.286791201611641,6.58248069787345,2.14710642430815,14.4982982982232,1.6850272464898,0.847800488156045,Viral Rebound,1
7,1333,7.90574987795572,2.66477177950423,0.226525830200284,6.50593615490901,2.51606483080994,15.583686818347,3.20971119674247,0.484280097155975,Viral Rebound,1
8,1333,7.87724671740418,2.6562119566119,0.165031608488543,6.42820689029205,2.71919462368534,16.6155303965251,1.88454019008538,0.102740407142354,Viral Rebound,1
9,1333,8.24758342957321,2.61707482953759,0.254130627798336,6.536337228276,2.77523310699803,13.6061549966453,2.2805730129849,0.871753929365037,Viral Rebound,1
10,1333,8.11018114455773,2.81738706748818,0.171343912416497,6.40680127987596,2.29221989397752,12.1974776028586,3.29133005487141,1.65284629814091,Viral Rebound,1
1,1444,8.1389835589335,2.67053316232259,0.0690038133550002,6.41936329764858,2.07256623859279,10.1016402260444,1.63284158842748,0.298050604980216,Viral Rebound,1
2,1444,8.27801904820215,2.70979014789711,0.0203121278941327,6.40081584972867,1.62450316268254,10.7150607952722,1.80366561313753,1.27283962142638,Viral Rebound,1
3,1444,8.09766076716654,2.58613363657143,0.0793894331858422,6.5132246456743,2.47662161706828,10.9696089818474,1.8918707426999,0.282155237041405,Viral Rebound,1
4,1444,8.15185536602155,2.69312354803426,0.407344402642932,6.39426494860043,2.24249486437447,9.61927054755689,1.46818277081784,0.564813525711359,Viral Rebound,1
5,1444,8.29289324448735,2.76137332436755,0.137730480291103,6.50096868117445,1.69511473487891,10.4560467367686,1.67990422196672,0.343478501480217,Viral Rebound,1
6,1444,8.0946205256444,2.58927172158357,0.0602552621520851,6.55825811876175,1.45711074377983,8.83920043887269,1.0429524411144,0.448646095572198,Viral Rebound,1
7,1444,8.00271207076851,2.61104373456735,0.317904015271022,6.60185557700078,2.0382696739958,12.9180372315364,1.40855724819411,0.251692724893175,Viral Rebound,1
8,1444,8.03032302505188,2.46654701445891,0.110951364257327,6.51475498756333,2.07667328119512,12.1260265658717,1.90112572221385,1.6549089365704,Viral Rebound,1
9,1444,8.2997622921195,2.70978858606263,0.170583360162077,6.50767882680433,1.87875549101515,10.0980414896989,1.62322982445287,1.87769523020118,Viral Rebound,1
10,1444,8.23816548714883,2.68198552908154,0.228841302428802,6.47776352938138,2.06753429802854,12.8441968122547,1.65026308246379,0.779614767994454,Viral Rebound,1
1,1457,8.06481660909822,2.68731756038159,0.292287716757298,6.55480658319668,1.3988584125593,15.7122705536349,2.01022233095299,2.15126693304004,Viral Rebound,1
2,1457,8.17719122896195,2.74985213095288,0.768103570603385,6.49393334720939,1.35637513158608,15.7021905898039,2.25316165339456,2.87611755700992,Viral Rebound,1
3,1457,7.80759162342753,2.6751227921509,0.0754538791399013,6.44515758900935,1.21220420804743,12.4519010409712,1.98324600091925,3.79922428272841,Viral Rebound,1
4,1457,7.98909934389329,2.66669476226611,0.0746378275207078,6.46293212336215,1.60795648131214,12.4349398256766,1.7463671733488,4.12915907194448,Viral Rebound,1
5,1457,8.19600696408844,2.64970492145564,0.227534444650997,6.42054793658381,1.73501325306758,17.8672025754604,1.32104992030189,3.16289901544068,Viral Rebound,1
6,1457,8.16749470925427,2.77754374871457,0.167849354277075,6.46827759248464,1.50916984930357,12.8639083277132,1.71806533040626,2.86107545641163,Viral Rebound,1
