rep,id,eta_beta_exp,eta_p,eta_rho,eta_phi_power,eta_delta_0,eta_t00,eta_TT,eta_I_rho,Classification,Group
4,1444,0.255369172141676,0.0157346214861003,1.17706804282663,-0.0820489120594019,0.194737858918809,-1.05606269990961,-0.338763180791189,-0.17020541161017,Viral Rebound,1
5,1444,0.633104584106164,0.0407610685053018,-0.282246688378818,0.0109126543666468,-0.0851007371597853,-0.732239731438107,-0.204051825459636,-0.667576522253951,Viral Rebound,1
6,1444,0.0981669118252452,-0.023590421171072,-1.19499590855049,0.0588433186169948,-0.236395633485775,-1.45119132785296,-0.680733029701051,-0.400466674199562,Viral Rebound,1
7,1444,-0.166424295339845,-0.0152170290655738,0.78860157760896,0.0944813438671051,0.0992500830147645,-0.0431504244969985,-0.380222654211972,-0.97849204744906,Viral Rebound,1
8,1444,-0.0848790521364165,-0.0721478660501371,-0.529037529767087,0.0225658593473122,0.117916063397003,-0.238005825140693,-0.0803424104175906,0.904800217785337,Viral Rebound,1
9,1444,0.651492334843057,0.0219035505616358,-0.0294760497878309,0.0165942210620034,0.0177584188814312,-0.861795745047119,-0.238370723292815,1.03109931706908,Viral Rebound,1
10,1444,0.487036325691037,0.0115903205112078,0.337157042188455,-0.00887919976579805,0.11350557101384,-0.0605900948454933,-0.221853887395427,0.152098865202899,Viral Rebound,1
1,1457,0.0143560889963457,0.0135764378765231,0.667723484184108,0.0559917965506279,-0.277194681510055,0.548475523459294,-0.0245432781472257,1.16711117345934,Viral Rebound,1
2,1457,0.323827526812158,0.0365800709063776,2.74965620181126,0.00493588005344175,-0.308035368924085,0.546497877591023,0.0895458026467372,1.45749554789118,Viral Rebound,1
3,1457,-0.836359735253449,0.00902821413841746,-0.953758872487037,-0.0370777599579344,-0.420410803952853,-0.15562977352401,-0.0380537097455491,1.73585114346007,Viral Rebound,1
4,1457,-0.207433678841094,0.00587272004218849,-0.965515281507325,-0.0216484509408649,-0.137887059365432,-0.159835979530498,-0.165250877192603,1.81912800538984,Viral Rebound,1
5,1457,0.374366705082406,-0.000518785359708118,0.329736679930891,-0.0586739869166626,-0.0618361138700547,0.962316124117832,-0.444361791907456,1.55254325067554,Viral Rebound,1
6,1457,0.297689533211391,0.0465999247561307,-0.0489241454328947,-0.0170353050048517,-0.201291434919872,-0.0559214959873005,-0.181589756664686,1.45225182154961,Viral Rebound,1
7,1457,-0.813942051150147,-0.0027497500446755,0.0307082716955009,-0.0398670004745003,-0.092692883819936,0.551743591982544,-0.511742248980808,1.92575458227838,Viral Rebound,1
8,1457,-0.184039172462124,0.0859385918485601,0.410800740420655,0.0325454012910805,-0.041825692014513,1.06223405322829,-0.129223332033945,1.43803619949135,Viral Rebound,1
9,1457,0.440731914187932,0.033329384050708,1.62823328566312,-0.0559894759449902,-0.21509347261585,0.538248796229089,0.460810194241798,0.870315289261929,Viral Rebound,1
10,1457,-0.430674475774887,-0.00609429524231226,1.70861753111713,-0.00780553022082815,0.131489567913834,0.68336314290818,-0.49964256931137,0.68674870521785,Viral Rebound,1
1,1537,-0.811080486124108,-0.013908628645871,0.347791797314662,0.0268520432412458,0.600672210049439,-0.17092575438792,0.522709990224847,0.104526180400878,Viral Rebound,1
2,1537,-0.728232139866641,-0.0610563747733694,0.115802662390258,-0.0343181377429,0.415569931880439,0.0998636553141844,0.440936072838327,-0.607370316217417,Viral Rebound,1
3,1537,-0.875697343434991,-0.0119588230624022,0.749132200210101,0.0249814929800473,0.642443884008488,0.690422877018426,0.270248769511043,-1.06989248284397,Viral Rebound,1
4,1537,-0.471128388755667,0.00532928961019991,0.256742800675255,-0.0493742312733339,0.520582415189441,0.00139488497356119,0.56482744163185,0.728087234969481,Viral Rebound,1
5,1537,-0.766864031356581,-0.0278853333565246,-0.42055532613938,-0.0148553563420681,0.402921355276469,0.119730322713747,0.53151079412489,0.68616088155833,Viral Rebound,1
6,1537,-0.999761002420348,-0.0164367529877344,-0.514975917002757,0.0888452337974335,0.268410253091011,0.0476487342748772,0.838486389961448,0.66962899237283,Viral Rebound,1
7,1537,-0.492672482810568,0.018864164457727,-0.916485373456981,-0.018428868968878,0.418016181965789,-0.0130709269289525,0.659380297206574,1.48202989940615,Viral Rebound,1
8,1537,-0.743030161355245,-0.0399403739539173,-0.530015160008826,-0.0553274617628471,0.375128881500216,-0.0487196196974981,0.900817821943554,1.24781828289057,Viral Rebound,1
9,1537,-0.362866744429658,0.00612733002803842,-0.0800553539867398,-0.0451654862141306,0.00785708148694186,-0.0945316414909423,1.06627968140591,-0.659090365259701,Viral Rebound,1
10,1537,-0.00477364626745377,0.00310885635013631,0.254783990758398,-0.0727582711673542,0.523751027942468,-0.069466525000029,0.734890229091712,0.71051163292055,Viral Rebound,1
1,1560,-0.119950827175575,-0.0127282365437255,-0.221748085325724,-0.0724326876005049,-0.0600137937599323,0.699901052530763,0.462980175392721,-0.533737064360445,Viral Rebound,1
2,1560,-0.206892880583259,0.00790779945328744,-0.323577160638853,-0.0206579040576342,-0.115467694780374,0.574086828953733,0.44566915474859,0.776545529767159,Viral Rebound,1
3,1560,-0.190884414858087,-0.0232576004305584,-0.84601562725582,-0.0216543177811112,-0.254877137718241,0.620774349285814,0.865547255491708,0.965263003981192,Viral Rebound,1
4,1560,0.335333897134775,0.0495685974127642,0.14594075331553,0.0439196280461148,0.17339223120564,0.35590431814382,0.414479420856719,-0.235067373364088,Viral Rebound,1
5,1560,0.0340418896884905,0.0240833189725102,0.0492820545278254,0.0167124814257468,0.166956739825434,0.591731603332094,0.318569566638368,-1.13404737881606,Viral Rebound,1
6,1560,-0.492943916714868,-0.00833689304669921,-0.593715249958973,-0.0375472134443428,-0.0551655324196976,0.574671849086064,0.26973125199199,0.532259536072048,Viral Rebound,1
7,1560,-0.565249078734336,0.0222463189297755,-0.246456636310762,0.0552516674568738,0.0222402880946451,0.605468441820262,0.265480570823623,-0.256016284558206,Viral Rebound,1
8,1560,0.0779999972929269,0.0360361071294356,-1.26712752768811,0.0416499965307187,0.0667982613343219,0.638307839053638,0.331449866447303,0.427815793753657,Viral Rebound,1
9,1560,-0.450334679406711,0.0369455756931943,0.569452152818468,0.0379202866344279,-0.134990553010614,0.631150984249212,0.503063579252632,-0.384773446950296,Viral Rebound,1
10,1560,-1.04587169868337,0.0343411968404888,1.17239870480419,-0.0218355012003143,0.0272318782633244,0.370443944253029,0.0664612683596174,-0.756153774993491,Viral Rebound,1
1,531,0.603289885446355,0.0306091252951039,1.57589688066693,0.131629105057605,-0.417810072138808,-1.6720670907176,-0.369543091510536,1.1559842851193,No Viral Rebound,2
2,531,0.790473658272913,0.0121015983064846,0.814659114146027,0.0037129512660385,-0.448936690696275,-0.369492692784998,-0.474616531054983,1.17999540412317,No Viral Rebound,2
3,531,0.216756225862794,0.0121015983064846,0.368438797804982,0.072811463485826,-0.233866232842873,-0.611299303519268,-0.373783873197815,1.17999540412317,No Viral Rebound,2
4,531,0.216756225862794,0.0149773807274796,0.368438797804982,0.0376328458279895,-0.145312267921525,-0.708215212690999,0.0161151941041348,1.17999540412317,No Viral Rebound,2
5,531,0.329778262002903,0.0132298970284458,0.720577962900228,0.0253271698706031,-0.208283252966209,-0.340288203077694,-0.27187741005846,0.967383330830181,No Viral Rebound,2
6,531,0.48753065494079,0.0216023197073205,1.71794212380107,0.00563912740433413,-0.16190744329555,-0.112972169960068,-0.3960656614514,0.78069771648885,No Viral Rebound,2
7,531,0.378231602737225,0.0319069167551923,1.2396796475293,0.00135027535838577,-0.124957957702765,-0.412729584527164,0.0686691621791471,0.337330023417606,No Viral Rebound,2
8,531,0.174659729836002,0.0227005066020056,2.36080928257163,0.0519363343649417,-0.0835040779192058,-1.06342031582113,-0.442635247077462,0.911107727660331,No Viral Rebound,2
9,531,0.334910556538372,0.00193898956757854,0.809497105189851,0.0278460190760272,-0.253493401618507,0.1542726811213,-0.434420989491105,0.911107727660331,No Viral Rebound,2
10,531,0.408304348791634,-0.00641080066429016,1.48697468600268,0.0386041285356231,-0.337838420866977,-0.661555600983156,-0.43887346135773,0.806778489738307,No Viral Rebound,2
1,572,-0.461293483455594,-0.000452144607593713,-0.0637797386600736,0.0786476265064518,0.31388805910734,-1.63451962113644,-0.479022678788789,1.08140926078536,No Viral Rebound,2
2,572,0.0319836620018805,-0.0279001316239273,0.232354974293162,0.0408330774131179,-0.0953964905687691,-0.56815432761132,-0.151231555090879,0.480709685072365,No Viral Rebound,2
3,572,0.466301585680805,0.000743653616442597,-1.11394679180078,-0.036337518677552,-0.0706058914078105,0.0503993274972265,0.086294911807341,0.124083092346478,No Viral Rebound,2
4,572,-0.0460351894475227,-0.0285481269578709,-1.67668771983777,0.0259457800639492,-0.164732967527453,-0.789827619606937,-0.560119302920117,-1.48905911349097,No Viral Rebound,2
5,572,-0.462627425261491,-0.00764068153202506,-2.00951892336646,-0.137195019089652,-0.124575670314471,-0.559206134553299,0.0077676901443139,-0.0219629884376126,No Viral Rebound,2
6,572,0.40499661820241,0.0259500840404535,-0.990260095008117,-0.0841485909640022,0.0176568405196591,-0.948778753184331,-0.533202811499278,-1.46630456923805,No Viral Rebound,2
7,572,0.0321014677195129,-0.0273373474238343,-1.19997016796887,0.080291238380483,0.121780888309393,0.42963297017489,-0.325359645456963,-0.794885059371659,No Viral Rebound,2
8,572,-0.0737276669135365,0.0414412435234836,-1.79056424570503,0.0526327737843716,0.214769998804961,-0.472617295349742,-0.440234156041738,0.107367456329629,No Viral Rebound,2
9,572,0.0763935924081639,0.0151322805189941,-0.149398555624377,-0.0248712686154908,-0.0485826179205264,-0.949446675440324,-0.105337714992923,-0.684878925875942,No Viral Rebound,2
10,572,0.0876321110946837,0.0287109663190299,0.172631161427997,0.078220127168256,-0.143552119063714,-0.846324891291661,-0.229304685705474,-1.29536620158907,No Viral Rebound,2
1,597,0.108441856481435,-0.00158607913471217,1.19952009171839,0.0421019270572888,0.0203233066764253,-1.27288895124378,-0.151512271865187,-0.0826077154688993,No Viral Rebound,2
2,597,0.0604823146386877,0.0231593935175189,-0.568081153742579,0.054000590199636,0.125144935085211,-1.38274117162932,-0.00173469174250435,0.431015248291671,No Viral Rebound,2
3,597,0.194673072655143,-0.050014960243335,-0.120270931546786,-0.106013421662751,0.0348057635554125,-0.0901537051473336,0.243141036761042,-0.363334969270704,No Viral Rebound,2
4,597,-0.445323183125659,0.0319982325382199,-1.57281664109641,0.0444802029912175,-0.0768919536445143,0.451936288154781,-0.0357211563687361,-0.896524412446579,No Viral Rebound,2
5,597,-0.0316692951598818,-0.010542501869258,-0.776599837373755,0.122192050533448,0.246936956380806,-0.314584543659925,0.108960524790747,0.231395849261128,No Viral Rebound,2
6,597,-0.181186126897957,-0.000591344926920141,-0.170075323424882,-0.0412489924724629,-0.144392704298313,-1.78720092610743,0.593589381584023,0.192570943611604,No Viral Rebound,2
7,597,-0.441387675477229,-0.0138169680492758,-0.30205920555829,0.0662082695475845,0.153791394418377,-0.931761582808419,0.140675251343011,-0.201953079340383,No Viral Rebound,2
8,597,-0.533734177489479,-0.0285093651120852,-2.50886635882499,0.0162109081766712,-0.0708232863606227,0.0526103561692871,0.330813236849502,-0.432419479622654,No Viral Rebound,2
9,597,-1.1511163874703,-0.0544311804426377,-0.895049905101434,0.115501564256687,-0.187621758875528,-0.351754229576297,0.306146540118498,-0.712368243555425,No Viral Rebound,2
10,597,0.0902703049958193,-0.0222128929463301,-0.89951043221214,-0.103310863385051,-0.105863669098392,-0.952037417466558,-0.0228020969142289,-0.67195114070523,No Viral Rebound,2
1,623,-0.0296376152021908,-0.00486512238096651,-1.45916388292595,0.0162791254813549,0.0866522709436078,0.331025851543158,0.0217880548738717,-0.493656403086786,No Viral Rebound,2
2,623,0.642376416391232,-0.0332758029427015,-0.137141659959668,0.00692663961976159,0.480691872883626,0.0229656868883438,0.265531087495151,-0.175872959422856,No Viral Rebound,2
3,623,0.36891735877964,-0.035409315610121,-0.51097319222083,-0.0596576959732691,0.442664228287404,-0.0531699326274565,-0.362338770482541,-1.57242397237191,No Viral Rebound,2
4,623,0.957392719243027,0.0627820912839404,0.218446852525059,0.0267877874532391,0.122956746439916,0.0610277667281921,-0.271517916202313,-0.869654968712125,No Viral Rebound,2
5,623,-0.633841006995064,-0.0190476282955685,0.439071059231706,-0.105362227174284,0.293581454276805,-0.691867170306978,-0.557819091154787,-0.31814803482988,No Viral Rebound,2
6,623,-0.595009021069175,0.0854919679126988,0.173823661393866,0.0659024213861879,-0.0158311202696021,-0.360826769457387,-0.189145851520854,-1.17386107443662,No Viral Rebound,2
7,623,0.775702839162483,0.0185516596870174,-0.875875178153297,0.045463839124928,0.219520373326361,0.409760538193587,0.0577715942145471,0.328837150287287,No Viral Rebound,2
8,623,-0.0473055006084523,-0.010811329566223,-1.04192149780076,-0.186552975138256,0.0623052953965569,0.439352094467376,-0.224088459744866,0.210017155221332,No Viral Rebound,2
9,623,0.277036810539187,-0.0215580438206849,0.0902748262765237,0.123046927327923,0.197737471572999,-0.00300165777963082,0.0727313755401505,-0.938905666432648,No Viral Rebound,2
10,623,0.350367387852236,0.0315557271262724,-1.36898322143697,0.0639927180286749,0.221508374031004,0.0825694534421221,-0.156670673824372,-0.782651093593764,No Viral Rebound,2
1,664,-0.284837835788041,0.034462591811266,-0.626975200462955,-0.00218707660822468,0.399981130228534,0.24132522763999,-0.605587353943689,-0.755530569889086,No Viral Rebound,2
2,664,-0.445649812639476,0.030001906455754,-0.760015104247383,-0.0559331074608334,0.299045525131482,0.563139537425776,-0.453168281326904,-0.74474406250413,No Viral Rebound,2
3,664,-0.254636215638434,-0.0340725971139742,-1.00227636169227,-0.0624712916376572,0.630919358019972,-0.158751543587408,-0.296643172457573,0.273967622422841,No Viral Rebound,2
4,664,-0.278016307429506,0.0406850590778075,-0.945770854436485,0.0480215723105814,0.242178478208593,0.570342227886928,0.119272351578841,0.310435244017116,No Viral Rebound,2
5,664,-0.167609592661772,0.034735072444705,-0.280109575141125,0.0785637744896354,0.327049874136894,-0.404942700600081,0.335196771750424,-2.0550237471418,No Viral Rebound,2
6,664,-0.178555436571723,-0.0508841812533379,-0.135630366270759,0.0403195269725563,0.551755646120073,0.127232452247098,-0.0908891390755452,-0.287146853191808,No Viral Rebound,2
7,664,-0.24228765034429,-0.00109508299717102,-0.169073637498294,-0.0109539643214983,0.52916606306398,0.581965541035693,-0.330467130789288,-0.709085773485658,No Viral Rebound,2
8,664,0.148317724415074,0.00854041579770829,-0.146659314095075,0.0141189297739483,0.524906699855642,-0.078722179353938,-0.04710180533619,-0.461386515030514,No Viral Rebound,2
9,664,-0.051107071829473,-0.026360567825613,0.292219816824734,-0.13309415556401,0.655597500691224,0.791437748120136,0.283337847810842,0.745086926783064,No Viral Rebound,2
10,664,0.32219112835942,0.0094668770136842,-0.260263195443274,0.0998022389889894,0.509577306520414,0.448362419099137,-0.0406082339346022,-0.0537058340432519,No Viral Rebound,2
1,682,0.646547545411182,-0.0101151662761508,-0.566321497135137,0.00652893410116701,-0.44243280262613,-0.494821017175879,0.237282183481307,0.651283676692848,No Viral Rebound,2
2,682,0.932950077131705,-0.0246337491059004,0.155517379019854,-0.192746485512501,-0.317409104236696,-0.893995997796424,0.0400764235321388,0.607671390158274,No Viral Rebound,2
3,682,0.541628398415827,0.0323905424196008,-0.405028848250772,-0.0216065592957291,-0.514987876556705,-0.887639513946318,-0.784614438730626,-0.281103258409849,No Viral Rebound,2
4,682,-0.529582170339479,-0.0634749482288316,0.368427718124301,0.163298549474922,-0.298601696322706,-0.070839054451053,-0.475445728159339,-0.800190018320884,No Viral Rebound,2
5,682,1.43512344307624,0.0529243865130125,-0.160054116427571,0.0596137101755879,-0.258193072575206,-0.390582053555279,0.271225155693606,0.968967822902287,No Viral Rebound,2
6,682,0.928132937701521,-0.0470695603822591,1.03343458885194,-0.0208504419492228,-0.266406831149927,-0.329839724030594,-0.260700693030691,-0.259809999219144,No Viral Rebound,2
7,682,0.188834148289898,-0.0516952604021572,0.467727039756849,0.133481345721929,-0.347239584247213,-0.39114699379141,-0.453006766330818,0.00361843841349729,No Viral Rebound,2
8,682,0.48460653939199,-0.0601741387060874,-0.81231266981295,0.0668441499013278,-0.233332003274634,-0.428191402509248,-0.316897391994905,0.722060018354675,No Viral Rebound,2
9,682,0.691419361317216,0.02955370658421,-1.64665529285235,-0.0836532195642493,-0.608734056039173,-0.532077922815307,0.0609563389739064,0.566334623878978,No Viral Rebound,2
10,682,0.734618710146061,-0.0537987094635065,0.602613953518718,0.0232792707181421,-0.166970752101765,-0.786011331222554,-0.79753071697725,0.616118801555979,No Viral Rebound,2
1,716,-0.499986021695758,0.014522001554068,-0.316997683860218,-0.00913056619984114,-0.0573563805650858,0.400318242242338,-0.24722688178679,-0.728349799189745,No Viral Rebound,2
2,716,0.161838087304978,0.0263868010025904,2.1661415815958,-0.126887270177184,0.0450793258190354,0.458656567387857,-0.106442548617923,1.02032651809516,No Viral Rebound,2
3,716,-0.171321096760507,0.0200158452955716,-0.396749300738917,0.144946969003175,0.0329936980208091,0.725930049755636,-0.150465594028875,-0.495062166901479,No Viral Rebound,2
4,716,0.465928580492024,-0.000540569393066972,0.775248002914567,0.0423883435284882,-0.531848808223727,1.4192120308745,-0.044381322008143,0.00810468025425271,No Viral Rebound,2
5,716,0.117990635947585,-0.0388466228991312,0.178320172723988,0.0108091218319304,-0.0368361845342354,0.508994736153812,-0.123673061665377,-0.706284361306914,No Viral Rebound,2
6,716,0.285922637051556,0.0140765019536415,0.838680055862056,0.139186293813238,-0.0838610170862869,0.337184608321721,-0.459254146722238,-1.36958765106574,No Viral Rebound,2
7,716,0.0960662267162045,-0.00910315342604655,-1.14934981581288,0.129104853487644,0.0814299689302219,0.784976406670214,-0.0793796389304303,-0.0645888999398734,No Viral Rebound,2
8,716,0.378972214105961,0.0285719050567973,0.744307383380321,-0.0167619075120656,-0.114962777715638,0.282146255422401,-0.177565323662536,-0.788300858970453,No Viral Rebound,2
9,716,-0.697800219298118,-0.0449763790283631,-0.474487151138285,-0.120099551163272,0.00856922885792461,0.191094557251935,-0.728896535205923,-0.146082986940664,No Viral Rebound,2
10,716,0.398593155778221,0.0179969777458903,-0.48590454839368,0.0447395263469035,-0.144763332795591,0.330085583187479,-0.268027700511423,1.8909993038688,No Viral Rebound,2
1,793,-0.123877264113274,-0.0228411131456558,-0.655885067922026,-0.0312182045141808,-0.438448596641259,-0.468373625515063,0.127560437663704,-0.325611490866935,No Viral Rebound,2
2,793,-0.145159430911178,-0.0857634072793377,-1.27797738656173,-0.00313859669472551,-0.47248187864887,-0.432374348252476,-0.0261839684713114,0.285990654494199,No Viral Rebound,2
3,793,0.917874592248024,0.0033175975260888,-1.00207862074211,-0.0455970829473012,-0.011272180935377,0.0866947610471206,-0.0635651799187909,-0.21332866214065,No Viral Rebound,2
4,793,0.43971452994755,-0.000368592208904853,-0.12306450810218,-0.007064675170363,-0.494379364426243,-0.497885906060712,0.0355045163500083,0.898937304896731,No Viral Rebound,2
5,793,0.556610190084829,-0.0338036835769203,-0.304257690182879,0.0919615657392345,-0.0595609735040076,0.100606069183954,-0.168787513338118,-0.844879345023246,No Viral Rebound,2
6,793,0.680382579122755,-0.00272011338826355,0.475685579231419,4.63153100134506e-06,-0.15204109107116,-0.246685600594805,-0.769909566140535,-0.46863848451526,No Viral Rebound,2
7,793,0.324170834528264,-0.01277952596979,0.816323837886689,0.100948106406658,-0.236657187879887,-0.4844070846026,-0.334959836645542,0.00515106856341552,No Viral Rebound,2
8,793,-0.0781975404179655,-0.0153406277893104,-0.313161880183752,0.0805751965283055,-0.258840051805019,-0.218395674057949,0.355633951111057,0.131435949329616,No Viral Rebound,2
9,793,0.733161114385235,-0.0115109784560361,-0.533071317500406,-0.067711951157597,-0.25199391790573,-0.466099261861025,0.0361187728926719,-1.22346797613339,No Viral Rebound,2
10,793,-0.223552520041792,0.0315504593950194,-0.20915102770554,-0.0890933333655888,-0.390778613005211,-0.152808353430106,0.119631687431577,-1.86023435331096,No Viral Rebound,2
1,819,0.278986237820408,-0.0753708781736689,-0.410471772385025,-0.0379775566817407,0.277549278868175,-0.595530830232003,0.0337511808665472,-0.863428547727803,No Viral Rebound,2
2,819,-0.323638696103485,0.00526420409398259,-0.892000815532106,0.0853419277554178,0.060689220968846,-0.586387997717786,0.0630524351584614,1.86840209933227,No Viral Rebound,2
3,819,0.478605405971495,0.021809273631585,-0.959982038539992,0.0612665515748587,0.177188254842587,0.0537925907676534,0.457806920396349,1.34113579527285,No Viral Rebound,2
4,819,-0.683317580017146,0.0179745661636765,0.644508595033469,0.152410742165155,0.348988905056366,-1.01038335608509,-0.164436780739733,1.69156236734105,No Viral Rebound,2
5,819,0.00178701749365934,-0.000812220550796642,0.392369598494466,0.0476024282675555,0.198248760362306,0.795039320975676,-0.331090771686516,-0.995469950097508,No Viral Rebound,2
6,819,0.141120495626968,-0.070403553878399,-0.342951142237635,0.0407583478634798,0.137184890173415,-1.489008166905,-0.269028535494903,-0.737653095360428,No Viral Rebound,2
7,819,0.700401949814503,-0.023472965097685,0.413971786779934,0.0896395163828136,0.304262613620769,-1.38005875706477,-0.0778682763461314,0.193429011830453,No Viral Rebound,2
8,819,-0.183984274552011,-0.0553035901065123,-0.856143015938656,0.00724518173253422,-0.0864606871219524,0.184065851329721,0.370359667027434,0.607915612446257,No Viral Rebound,2
9,819,-0.300988355469958,0.00645718197774398,0.0206434205380267,0.0709454479688575,0.259882771618309,-0.14743916464367,-0.380306790259115,0.291729464322128,No Viral Rebound,2
10,819,0.265495718005732,-0.0577873366600046,-0.498975583322237,0.0653003167925227,0.107794597131106,-0.205487454786605,-0.000367409424817056,1.17667202285893,No Viral Rebound,2
1,826,0.3595229700814,-0.0520475490661123,0.244517296942144,-0.0727703095150884,-0.297494805890054,0.876000878623152,-0.329062733715658,0.251103994546459,No Viral Rebound,2
2,826,1.31488480857514,0.0339267428977291,0.0998037308493158,-0.0021098616385746,-0.430080301841427,1.68268848358346,0.170809599556877,-1.0711183299851,No Viral Rebound,2
3,826,0.355236000903678,-0.0103208346060705,0.0875625577341799,0.0996908291945632,-0.425832875914868,0.86788190481493,0.0630199699739633,0.0970533225783847,No Viral Rebound,2
4,826,0.72531216209174,-0.0766678486989155,0.861075995178743,-0.0224202825609941,-0.361882708209415,1.22143017443595,-0.679812990084961,0.527169089563682,No Viral Rebound,2
5,826,-0.508933579277509,0.0385677568904302,-1.71233763395372,0.0747802594697387,-0.491990636093429,0.715391734995761,-0.558050251959441,1.06116076273141,No Viral Rebound,2
6,826,0.0437861381125237,-0.00959222462005654,-0.961252251602033,-0.028902730288351,-0.419860123369529,1.5337811182936,0.140587300599154,0.501620811640374,No Viral Rebound,2
7,826,0.601336221953411,-0.0181123196658541,-0.788619827559849,0.00792927289912761,-0.494432167459954,1.02726807474902,0.107110361104383,-0.0611506685709481,No Viral Rebound,2
8,826,0.0701599538481287,-0.0664203405306633,-1.50190121785379,-0.0181087424696716,-0.478217235414294,1.59166881572662,0.0579269684063212,-0.27152070634097,No Viral Rebound,2
9,826,1.20876689372137,0.0157118049709519,-0.34981991072619,0.0864382128911474,-0.420508434474161,1.53529858877512,0.179760331370071,-0.0862153019368044,No Viral Rebound,2
10,826,-0.379019223304171,0.0023398539077973,-1.75126952969907,0.0394966768651607,-0.372057310241352,1.12722087334013,-0.37642281724547,0.928171846110502,No Viral Rebound,2
1,891,0.0415973533634863,-0.0217683268397031,0.69391327743491,0.0432782584802757,-0.115274245015523,-0.328731601343093,0.00413408137324689,-0.532484877596969,No Viral Rebound,2
2,891,-0.220831994911118,-0.041431662572532,-1.62678299064176,-0.0229632887901557,-0.283373066340238,0.0790727915049672,0.14628994232064,-2.05325220924052,No Viral Rebound,2
3,891,0.331570077427073,0.0020342329501541,-1.92929749234113,0.147166244861465,-0.0625024350524268,-0.48035749879684,0.0940128059890952,-1.15788344019179,No Viral Rebound,2
4,891,-0.257152749574855,0.0224794486990327,-1.56527047928545,0.0475448858502921,-0.140409051094348,-0.130494220790023,-0.481325071758543,-2.32088093203349,No Viral Rebound,2
5,891,0.943950280827376,0.0211889486572131,0.476751090870553,0.0414993313531091,-0.098256903683479,-0.2962318042156,0.391047084247802,-0.600013739597922,No Viral Rebound,2
6,891,-0.423942615606271,0.0106165998298374,-0.505494453293312,0.056747404525425,-0.250291480720181,-0.340625391914399,0.0767361042116975,-0.637592945089897,No Viral Rebound,2
7,891,0.190423774250727,-0.0584684290222421,0.375308604963692,-0.0307072203340418,-0.0338272280561562,-0.73531627488413,-0.883685676232769,0.104845475437342,No Viral Rebound,2
8,891,0.577017791705772,-0.0279044770565329,0.626069250531643,0.0409047214676159,-0.00639910851407699,-0.159902254146921,-0.398980974010043,-1.0724905825524,No Viral Rebound,2
9,891,0.2889084830576,-0.0599628039132523,0.230321640557878,0.0148760962888881,-0.401214080728056,-0.0743975095362507,0.346529828868204,0.0888157435633239,No Viral Rebound,2
10,891,0.714298575334576,0.0175625350818199,-0.604948631329712,0.0198588854814474,0.127544697544467,-0.32099940746293,-0.512142628694419,-1.15609110488901,No Viral Rebound,2
1,913,-0.162656614536067,-0.00333647773871312,0.646597097408247,-0.0029385273821834,-0.0732505664808986,-0.867814598077807,0.0451656140780309,-0.381690397330282,No Viral Rebound,2
2,913,-0.117755853419015,-0.0448983778980575,-0.458037475600383,-0.0737140069673525,0.208460693352839,-1.68822678408434,0.0392847896277468,-0.61507769208692,No Viral Rebound,2
3,913,-0.00504054535136989,0.0463963325884206,-1.13726414670962,0.0565714565863062,-0.000470162134876164,-0.753782205714124,-0.00770257372188905,-0.632710012808397,No Viral Rebound,2
4,913,-0.24861259471139,-0.0447190602635214,-0.897056648807069,0.0697777944512177,0.168591922406784,0.491568639665624,0.0982320763199425,-1.44030527478847,No Viral Rebound,2
5,913,0.0984090310735464,0.0204562250135302,-0.960756493985032,-0.0217974360958326,0.243361104029454,0.166203047890553,-0.176906153408868,-1.25477643798244,No Viral Rebound,2
6,913,-0.601240413595856,0.0505695964657099,-1.97461298641674,0.0267222615911971,0.00785361760596937,-2.14065351630854,-0.552268164604917,0.578347924305816,No Viral Rebound,2
7,913,0.360794821532554,-0.015567921592848,-0.331511216728242,-0.00960652125260738,0.0682912663872752,-0.565671884987756,0.402456750474122,-1.28876647274716,No Viral Rebound,2
8,913,-0.243774583156456,-0.0471922250478875,-0.995035940703524,-0.121181573794279,0.0955834099587094,0.809165709284336,0.0142299519199799,-1.74225442694625,No Viral Rebound,2
9,913,-0.0408671139805785,0.0287577414608066,-1.02941908824457,0.0477177523248244,-0.0232212586748214,-1.65964158061276,0.161518764064699,1.73641577962878,No Viral Rebound,2
10,913,-0.320558568128008,-0.0489677508896198,0.886425325092148,-0.0494725300152479,0.505879791800193,-0.687925176415464,-0.368078201042133,0.211736468384471,No Viral Rebound,2
1,936,-0.0716682677504138,-0.053844742607712,0.382316671493519,-0.0966057127606365,0.0263093495628589,0.955386035187305,-0.119559549109756,-0.725242722612726,No Viral Rebound,2
2,936,0.0231643310794692,0.0211170010492479,0.974567503542471,0.139683603771079,0.464106952248336,0.867839069240446,-0.000320353123103592,0.927830877190514,No Viral Rebound,2
3,936,-0.510282384495609,0.00305057663912017,2.39386673718415,-0.0802158619000689,0.514873072913699,-0.907632945803095,-0.159341810661088,1.45160093624469,No Viral Rebound,2
4,936,-0.903875615847259,-0.0332957640616158,-0.167425435680626,-0.00213648534093833,0.185372417673379,0.72328873390698,-0.359520308329356,0.360685211271653,No Viral Rebound,2
5,936,-1.07189877595996,-0.0368585637932159,-0.229909543084003,-0.0038533381357007,0.201902839921555,0.662975468290704,-0.0783560985031373,1.10703739685133,No Viral Rebound,2
