rep,id,eta_beta_exp,eta_p,eta_rho,eta_phi_power,eta_delta_0,eta_t00,eta_TT,eta_I_rho,Classification,Group
1,900,0.21443129482767,0.0471042843656954,0.236747953241457,0.161933536997924,0.0575980817561239,-0.452402513586038,0.023211571383972,0.612078014594477,Viral Rebound,1
2,900,-0.0104895561001283,0.0120853049016667,0.232658853160843,-0.0428577076536287,0.0181232200115187,-0.541965767009631,-0.11872301230051,0.571294112189448,Viral Rebound,1
3,900,0.347166742946038,-0.0305039269070796,0.434969767608051,-0.030162259913763,-0.231539554652314,0.32640319304385,0.555946250306021,-0.763196561589408,Viral Rebound,1
4,900,0.261824509639526,-0.0739124313527146,-1.3306074483648,-0.040615555852614,-0.29923562712164,-0.0927765671678413,0.670167876506896,0.581518415656948,Viral Rebound,1
5,900,0.00920809753389701,-0.0166078702286107,-1.284275559141,-0.0605311741229788,-0.267585653343299,-0.105326999770557,0.097621019620166,-0.156039563275556,Viral Rebound,1
6,900,0.492915621744804,0.00606261952251868,-0.289236469073766,0.158916829948694,-0.149222646421664,-0.065177759284425,0.458189356204644,0.588778615037461,Viral Rebound,1
7,900,-0.467802082961542,-0.00787849984888151,-0.242998750006507,0.00337601144698495,0.0269467509472846,-0.996989153053318,-0.277613121923356,1.2534228717333,Viral Rebound,1
8,900,-0.73250857443695,-0.0740547918720121,0.132193014887142,0.0583509056856499,0.176753471387897,-0.0914313378021121,0.230233973557633,-1.28754152469681,Viral Rebound,1
9,900,-0.51996405828067,-0.004215274562058,-1.04968734871828,0.141405694268096,-0.218278322828496,-0.85355831784465,0.0750970085063285,1.51776240151177,Viral Rebound,1
10,900,0.294674776237998,-0.0433126721464177,1.87142070337646,-0.0693126980324848,0.0626802462192228,-0.321725953300551,0.48971703954904,-0.579029763351434,Viral Rebound,1
1,902,-0.114514224618286,0.0152210555849943,0.490012628327015,0.0107732898485038,-0.172351084505969,0.783281895438998,0.539483426717822,0.51410559778953,Viral Rebound,1
2,902,0.59739011824532,0.0222485883620965,0.110084612607622,0.166198091433366,-0.114098045459861,0.877487504917047,0.689111916876767,0.782738182830216,Viral Rebound,1
3,902,-0.327527491403872,0.0729963981859099,-0.712604556552906,-0.11400199154732,-0.132295006908878,0.786072150254013,0.344111793846883,0.672741127001232,Viral Rebound,1
4,902,-0.0225844914228154,0.0355850101351269,0.641671785614784,-0.0132237661651978,-0.0102822114091916,0.748795401472893,-0.389637462020441,0.356849077134315,Viral Rebound,1
5,902,0.457331035467014,0.00924711322621498,1.0033086213753,0.0511026070591238,0.170304817805279,0.584002443501608,0.112951940936105,0.623909146618694,Viral Rebound,1
6,902,-0.965764109728878,-0.0258532830153686,0.216898711133127,0.0445030390959398,0.0419583844615634,0.72896616631535,-0.186589559138637,0.245841098766214,Viral Rebound,1
7,902,-0.66435530720842,-0.0078267344680957,0.568185786577828,-0.0244441067414521,-0.099067701507904,0.534747570581913,-0.43776857712521,0.924654957753246,Viral Rebound,1
8,902,0.267949466613186,-0.00849027885125124,0.215553649166292,-0.135624525291795,-0.0407988243600779,0.797817167203102,-0.0598726207252672,0.739881742214167,Viral Rebound,1
9,902,-0.00685397502865658,0.0457033458623453,0.613846336288183,-0.00157229278122431,0.0893485786861421,0.857021733926042,-0.137031190498377,-0.125824596790877,Viral Rebound,1
10,902,0.165320178120093,0.0425129746521515,1.19687076712145,-0.0195723596871995,0.235570430460073,0.733709477528592,-0.583012705740092,0.161686249536179,Viral Rebound,1
1,903,0.891753697290166,0.0212290331985548,-1.07862857635183,-0.0139232173410897,0.183936192603698,-0.550182296949,-0.559522294655287,-0.526312427302374,Viral Rebound,1
2,903,0.343458311667425,-0.0295215016795241,-2.79809744171998,0.0524671952489344,0.444176928333839,-0.00746932502465802,-0.545573188509929,-0.434984703258036,Viral Rebound,1
3,903,0.630588869177095,-0.00112962679050107,0.499693578973092,-0.0253718118290533,0.546971692192932,0.00457132194075122,-0.483110810597148,1.3603431642286,Viral Rebound,1
4,903,0.409532612171138,-0.00420010445665903,-0.0368014109732848,0.033697419519238,0.40981694781044,-0.430319203071667,-1.17769639137649,-0.934132436803943,Viral Rebound,1
5,903,0.376010109102574,-0.0278904738040415,0.652576601708165,-0.107329648912399,0.42152745822244,0.490575188588501,-0.280950141728267,-0.41796439377676,Viral Rebound,1
6,903,0.208472228615711,-0.0165519834901471,-2.16261509095557,-0.0725824022363108,0.608260284841773,-0.637457559829197,-0.536631411980772,-0.288957968483977,Viral Rebound,1
7,903,0.686599501594358,-0.0147062018634897,0.430184739152821,0.0676113608709887,0.4108084126186,0.874063978728917,-0.16389535313974,0.619560037088243,Viral Rebound,1
8,903,0.857125526254187,0.0275192103764939,-0.448073198933236,0.0302249864917369,0.46712222830268,0.806261208891899,-0.249829131301956,-1.15092576151129,Viral Rebound,1
9,903,1.00762546731281,-0.0219609663836727,0.428795517466181,0.062982672400611,0.141612243976107,-0.335288176916508,0.149531576398171,0.843138410643333,Viral Rebound,1
10,903,0.637451529592932,-0.0574910554528745,-1.2376560900781,0.0439832907496826,0.141393184586527,-0.261149210898146,-0.202661064590622,-0.654030356604354,Viral Rebound,1
1,910,0.453845321829588,0.0350563904077948,0.95833103157338,0.122263547827938,0.162242117162307,0.274814301657458,0.00398594363924401,1.2393964341245,Viral Rebound,1
2,910,-0.493416290567029,0.0693556554656144,0.528641404694579,0.0382519100616216,0.172280211648344,0.592252270644038,0.0811191542400311,-0.341855130050405,Viral Rebound,1
3,910,-0.0280223779722348,0.0195848807528588,0.108688389280542,0.124135814868471,0.167894998211351,0.294105439911154,0.093867548038824,1.13211535291199,Viral Rebound,1
4,910,-0.0778685189806629,-0.00484603468694125,0.286813846119579,0.0413730413757934,0.174331960361057,0.209930329521322,-0.27619697516972,1.06311293600306,Viral Rebound,1
5,910,0.156207004678902,0.0647378511622421,0.410701841167787,0.0407220551698878,0.193266906517087,-0.237389112290268,-0.189064053050108,0.8459054112153,Viral Rebound,1
6,910,-0.640425641730977,0.0418777024126584,0.176298750270572,0.0538649922859751,0.154466813677139,0.396707475551439,-0.0227472962032368,-0.34765286242105,Viral Rebound,1
7,910,-0.16274314141262,0.0157722068754684,0.343352711376608,-0.0672928333346897,-0.0530548683946078,0.261385629551723,0.181536502711303,1.05350007602275,Viral Rebound,1
8,910,-0.423091881211897,0.0344055385539521,0.324785387171525,-0.152565966775195,0.245239556584959,0.353822720371832,-0.0970068793077984,-0.982299015202321,Viral Rebound,1
9,910,-0.956310020702601,0.0204259770029108,2.74844116396796,0.136003282994935,0.103751238117302,-0.354090735511469,0.139129735325674,-0.276312290025394,Viral Rebound,1
10,910,-0.135511141660911,-0.00853512654561443,1.95371823607443,0.0937378197638452,0.237108230205355,0.864037256899102,-0.175000281684413,-0.123355154591786,Viral Rebound,1
1,959,-0.44210819750804,0.0063662843511354,0.0333791004692168,0.0176401491633068,0.124725279190203,0.0174021171363931,0.28035782472494,1.616511881485,Viral Rebound,1
2,959,0.268682869125537,0.0199584815516535,-0.660747528066969,-0.145765696987705,0.324161369596537,-0.122051103033917,-0.129835719820713,-0.3863098611088,Viral Rebound,1
3,959,-0.35373418923885,-0.0079960670929995,-2.09468114125588,-0.0870314893447401,0.247068282699873,-0.253145670508343,-0.303014741135192,-0.529201206816734,Viral Rebound,1
4,959,-0.1031792155927,0.00860763876470057,0.667833368350974,0.0309942875539943,-0.0670598033275138,-0.305953442919569,0.720274911047956,0.538805579694316,Viral Rebound,1
5,959,-0.1598879706438,-0.0024792283874362,-0.213552136894759,0.0702069521353355,0.200104017235737,-0.226992793331366,-0.248693123475488,0.662219329153772,Viral Rebound,1
6,959,-0.409946964161969,0.0164010559955462,0.00625111715737974,0.0476206553605721,-0.00820743821624379,-0.370740448698528,0.522782076442683,0.863909840657894,Viral Rebound,1
7,959,0.255809014392701,-0.0190759678647114,-1.97848387048991,0.0322992273858919,-0.198030039449788,-0.0998926250401926,0.0823354561982855,0.517176088592496,Viral Rebound,1
8,959,0.203638937943719,-0.0315114641456816,-0.111286703915005,-0.027192268627624,0.475412006532033,-0.485707018794607,0.0823354561982855,0.340828879597865,Viral Rebound,1
9,959,0.530725313841943,-0.0243832915722251,-0.749781904936735,-0.0202783564576264,0.120346727421918,-0.226077181415893,0.400343770035288,-0.857223610540272,Viral Rebound,1
10,959,-0.402678018682245,0.00481888089172433,0.340133209762348,0.024595955731812,0.17643264858507,-0.18008017823175,0.363197713596104,1.64561269713046,Viral Rebound,1
1,1027,0.184892262040146,-0.0400245828227756,2.38277418179235,0.0828451010785853,-0.037597964031097,0.209383041015366,-0.609343679555328,0.139182856467285,Viral Rebound,1
2,1027,0.404060924763415,0.0420916180621455,-0.396321495512054,0.0191011662084386,0.0719914163742678,0.594894299790267,-0.669739809427298,-1.50988962078578,Viral Rebound,1
3,1027,0.0445956710989736,-0.0129105983463647,-0.387956128463755,0.0206272478724643,0.0078879342732695,0.432613449895533,-0.549559815468858,0.723319598108594,Viral Rebound,1
4,1027,0.187088948488729,0.0105262932665738,-0.132177006527845,-0.0488005394098852,-0.115530789224961,0.53324950172313,-0.523782157344761,-1.89139642859773,Viral Rebound,1
5,1027,0.297788383565115,-0.00926099910109624,0.045411048416532,-0.0290446176435672,0.00619110336232961,-0.0158021934345478,0.0513101346280572,0.336051980424952,Viral Rebound,1
6,1027,-0.106760281330766,-0.0154282663493617,0.95374389142343,0.0347085442902904,0.218959674066476,0.4921544339759,-0.509811011549864,-0.615832652285054,Viral Rebound,1
7,1027,-0.0811766235991038,0.00588074717325105,0.542235209245397,-0.00307687054758009,0.18628942131485,0.696022003724869,-0.669388238393374,0.843844750578573,Viral Rebound,1
8,1027,0.21689705714394,-0.0250399612525064,0.943112869690254,-0.0110197786377447,-0.00496636554515684,0.530742467398229,-0.154351552446888,-1.68374804286884,Viral Rebound,1
9,1027,-0.227051972259548,0.00135123960464743,-0.841447939171961,0.0314656939662565,0.257947501690796,-0.49482831109132,-0.272519474370048,1.41516104313784,Viral Rebound,1
10,1027,0.442505320333041,-0.016472851468207,-0.419130027113574,-0.0122570575801454,-0.208026935174562,0.230808694007441,0.0457536730793606,0.288210181799519,Viral Rebound,1
1,1104,0.472719222373207,0.0385941528132742,-0.569444105667241,-0.0575560696056838,0.586092929802936,-0.40330295429864,0.112932205554454,-1.83215419257596,Viral Rebound,1
2,1104,0.533354463591862,-0.0332707994339752,0.100614522302579,0.0155217720252334,0.331731876939569,-0.416491004017477,0.209440668844573,0.854988005398717,Viral Rebound,1
3,1104,0.62448290560115,-0.0311252066050163,-0.668510811310245,0.0295939177114835,0.239286001713709,-0.847333589151902,0.315965503755047,-0.082343257317871,Viral Rebound,1
4,1104,-0.353295557071219,-0.0395316811063267,-0.173050199957153,-0.0965654377486697,0.729069989943791,1.10222288718067,-0.0932705262119033,0.351994731009671,Viral Rebound,1
5,1104,0.553999021858892,0.0282817170868854,0.928783629784573,0.107217749229903,0.596007941470048,-0.84069019662722,-0.177239127337263,-0.142493044590768,Viral Rebound,1
6,1104,-0.322844598834393,0.0224492118406933,0.291083000393603,-0.0750612909329797,0.212442864742965,0.141670069672907,0.0493324113769005,0.782247788225065,Viral Rebound,1
7,1104,0.36472092976244,-0.016010633432489,0.578372641072386,-0.00291525176767815,0.433958229571346,0.00990274473146585,0.178698115092417,1.01682420792725,Viral Rebound,1
8,1104,-0.241859758513016,0.00568430679520253,-0.119645382623378,-0.00996925338136155,0.345713184319285,-0.362257999671509,-0.281218026230374,0.398975720469666,Viral Rebound,1
9,1104,0.0813644670291376,0.0228782089434954,-0.757739742162416,0.00235407657442848,0.596413158955511,-0.308094740250358,-0.118771371307992,0.0553443168990795,Viral Rebound,1
10,1104,-0.101741507429568,-0.0686705022681975,0.143795186981332,-0.07575845396789,0.497790036362306,-0.870034713941336,0.0672720718386997,-0.880314246247748,Viral Rebound,1
1,1105,-1.15217459938033,-0.0164976741560194,-1.30929818996961,-0.00973919281954844,0.209485777624976,1.32299826118161,-0.447613616782018,-0.0623716768382596,Viral Rebound,1
2,1105,0.278894430620538,0.0434926379914819,-0.386581906794203,-0.0257869145094622,-0.0151474099753401,1.24242132236826,-0.103823439160041,-0.60758785629583,Viral Rebound,1
3,1105,0.133590433001669,-0.0474174761202453,-1.18953297802782,0.0907520598190074,-0.0785199229662838,1.57516526358281,0.666936635654827,-0.00878418996200486,Viral Rebound,1
4,1105,-0.678041360651899,-0.0480479090524771,-1.20983190047398,0.0226764124186882,0.111269664067334,1.6132489437819,-0.350748505002389,-1.0999858730533,Viral Rebound,1
5,1105,0.304871268395458,0.00617661534736578,-0.713856820344134,0.00923937178396534,0.148084385249094,1.82312196552979,0.104223421708727,-0.51160208494292,Viral Rebound,1
6,1105,-0.234732343957027,-0.00140126283328117,-1.20577429952201,0.0189390992281455,-0.101936753218207,1.68982206635017,0.482796255672471,-1.60091718544807,Viral Rebound,1
7,1105,-0.53674032934252,0.00473499027303628,-0.885430126200641,0.1033322590947,-0.16296367528239,1.50541111035565,-0.0968132562699346,-1.20862253956799,Viral Rebound,1
8,1105,-0.154485662726795,0.00491239106539534,-0.534425998708867,0.0977946623750367,0.118801100316131,1.57366733679328,-0.473604178013134,0.0457517968701122,Viral Rebound,1
9,1105,-0.262078834710487,-0.0184284406723418,-0.801875585603036,-0.0122340334914125,0.11226363441664,1.59221279721247,-0.540265201000365,-1.12413941932091,Viral Rebound,1
10,1105,0.205063084650471,-0.0106416687846034,-0.299598905575907,0.086914009706509,0.0531116118930796,1.45025233735218,0.502672876382909,-1.16618340063566,Viral Rebound,1
1,1211,0.376153253576787,0.0112179647652088,0.066192424333725,0.0967882946915671,0.0924983860210805,-0.56566526246441,0.319583226781722,2.13711551734676,Viral Rebound,1
2,1211,0.205519173175439,0.0126546754084193,-0.491681955014978,-0.0223250918076367,0.0933581116094922,-0.634401689330085,0.141175020226365,2.73904244165929,Viral Rebound,1
3,1211,0.375501125222239,-0.00720042049132211,-0.282037956168342,-0.00933232103160204,0.19471070131856,0.884099490849911,-0.197920838007085,0.676686602101037,Viral Rebound,1
4,1211,0.136017085987311,0.0363331408694249,0.455357545376929,0.151140487463162,-0.239969633346153,1.08786623729135,0.256571685408341,0.302218593529216,Viral Rebound,1
5,1211,-0.41568752696392,-0.0720380628660617,0.337501160039815,-0.0672555115546502,0.0588830133551394,0.213673669250655,-0.33530849788226,1.33951409631819,Viral Rebound,1
6,1211,0.309458760936838,0.0295816035306442,1.39777015054556,0.0117351489088275,-0.126639666516779,0.49012756314855,-0.168145928969078,0.298221864146964,Viral Rebound,1
7,1211,-0.1717439645026,-0.0474513208099915,0.173322786461675,0.0425329048542743,0.0818773012218817,0.803530595873393,-0.143014663176066,1.15400701705518,Viral Rebound,1
8,1211,0.128657002174634,-0.00339435329270828,-0.121891981176847,-0.0102199094880631,-0.0212929707108463,0.96053461201586,0.219838015246783,0.869064559080832,Viral Rebound,1
9,1211,0.973114570762904,0.0438349883044298,-1.49621042109106,0.0632320651164394,0.20494492190567,1.06404924413093,0.222271981956158,2.37245020391581,Viral Rebound,1
10,1211,0.802013857337848,0.0211345085569303,0.339987992287393,-0.0332776853473645,-0.09231587542144,1.03921702495712,0.526479477769508,0.866533428641334,Viral Rebound,1
1,1271,-0.791202078680532,0.0124481707906155,-0.109937561970107,0.0381521835219361,-0.232586549754164,-0.0921288962010603,0.012059593056365,1.10891108149087,Viral Rebound,1
2,1271,-0.348292210891082,-0.0247626708020036,-1.88189726971803,-0.0767387567081689,0.393690561052111,-1.54348086359196,-0.385563472858743,1.03608567687399,Viral Rebound,1
3,1271,-0.213239919746943,-0.0117929673946986,-1.26887850403115,-0.0657566253962068,-0.106894643703935,-0.196576309629956,-0.23205611182496,1.57917125789094,Viral Rebound,1
4,1271,-0.0521290824536381,-0.0165551546265993,1.87316986031722,0.0272920342315481,-0.50362201687202,0.0859032598299208,0.0966062474611288,0.269141238654683,Viral Rebound,1
5,1271,0.437239239367099,0.0663835169518097,-0.524304276782197,0.012823648648135,-0.0236644967434758,-0.065642553538949,0.0585074118920658,1.20090057466334,Viral Rebound,1
6,1271,-0.14163998108961,0.0712886553175729,0.0844517634390586,-0.0358974844948228,0.0159845792851994,-0.280538510142132,-0.182986475279792,1.23008663354326,Viral Rebound,1
7,1271,-0.323493897147885,-0.0189923519646809,0.158965067127728,0.109615200922179,0.0488673515310369,-0.11332194135381,-0.215874386574811,0.156181952501242,Viral Rebound,1
8,1271,-0.0660390043628798,0.0193320332298,0.363182122407767,0.0461714641061628,0.045663183916796,-0.266270386704336,-0.287264752007868,-0.177274798382478,Viral Rebound,1
9,1271,-0.533845763084797,0.00975737743783237,1.40431480196417,0.023056198931849,-0.051371246941577,-0.278707203149407,0.223105709845634,0.807389006977266,Viral Rebound,1
10,1271,-0.833305320690515,-0.0091616352717359,0.028883295890536,-0.00217897847732811,-0.0695574698335046,-0.356470184349661,-0.00582623605148225,1.70543454608556,Viral Rebound,1
1,1333,0.440750262661961,0.0195364005996308,0.565929494723846,0.152438323632749,0.375248420763546,0.615461805762799,-0.18851691810111,-0.0105199608780537,Viral Rebound,1
2,1333,0.279646973869864,-0.0845592361004729,1.38534831525373,-0.0486290283683594,0.133486861552153,0.260498968467234,0.224347613836366,-0.780205920530728,Viral Rebound,1
3,1333,-0.534574207348262,0.0270139298791241,-0.633279300272655,-0.0703207903887385,0.14487007985419,0.114124065509788,0.394779728058759,-0.837178359838121,Viral Rebound,1
4,1333,0.664533624274607,-0.00629862411889069,-0.588519111121815,-0.105514501194578,0.207234598131642,-0.17902572060136,-0.0165261130639512,0.499609109826237,Viral Rebound,1
5,1333,-0.725775007487431,-0.0242769085772161,0.369463574551168,0.0170246698915502,0.397065070582072,0.124544678956853,-0.541104278522665,0.836333544700622,Viral Rebound,1
6,1333,0.0325480318957762,0.0445140039007982,0.641002675237117,0.0787295804987697,0.15126992061682,0.304204613222332,-0.201006872818322,0.235944289418192,Viral Rebound,1
7,1333,-0.473490035731819,0.00515134897845016,0.323989170682836,0.0151204462958376,0.309844940023391,0.523196574631687,0.443392356716701,-0.324037592832748,Viral Rebound,1
8,1333,-0.572042193180679,0.00193396260750312,-0.0692343803318163,-0.051923270184705,0.387484576334657,0.723473671322543,-0.0891047463607495,-1.87449555741875,Viral Rebound,1
9,1333,0.512153436157892,-0.012909851991595,0.475320404081204,0.0406556782454358,0.40788358029683,0.113545346297049,0.101638126359468,0.263806147698746,Viral Rebound,1
10,1333,0.141335608839535,0.0608428148404836,-0.0241100292530492,-0.0708588938451901,0.216669568135968,-0.219651899674702,0.468503148563229,0.903553064625274,Viral Rebound,1
1,1444,0.220362771380994,0.00731106997682607,-1.05007094503262,-0.059720565008817,0.115936402341496,-0.860433757689814,-0.232466803706928,-0.809437757833433,Viral Rebound,1
2,1444,0.593349897699404,0.0219041269291192,-2.3239934150442,-0.0761921628646978,-0.127649142905031,-0.645096271815052,-0.132967560627337,0.642304560589283,Viral Rebound,1
3,1444,0.106630421290609,-0.024803112807592,-0.898649366230106,0.0212761050836992,0.294044214391721,-0.563987616870806,-0.0852224560315089,-0.864243639852963,Viral Rebound,1
